year,home,home_triple_plays,home_complete_game,home_no_hitter,home_perfect_game,home_games,away_triple_plays,away_complete_game,away_no_hitter,away_perfect_game,away_games
2002,TBA,0,6,0,0,81,1,6,0,0,80
2002,TEX,1,2,0,0,81,0,2,0,0,81
2002,TOR,0,4,0,0,81,0,2,0,0,81
2003,ANA,0,3,0,0,81,0,2,0,0,80
2003,ARI,0,3,0,0,81,0,4,0,0,81
2003,ATL,0,2,0,0,81,1,2,0,0,81
2003,BAL,0,3,0,0,81,0,6,0,0,82
2003,BOS,0,4,0,0,81,0,1,0,0,81
2003,CHA,0,6,0,0,81,0,6,0,0,81
2003,CHN,0,8,0,0,81,0,5,0,0,81
2003,CIN,0,1,0,0,81,0,3,0,0,81
2003,CLE,0,2,0,0,81,0,3,0,0,81
2003,COL,1,1,0,0,81,0,2,0,0,81
2003,DET,0,1,0,0,81,0,2,0,0,81
2003,FLO,0,6,0,0,81,0,1,0,0,81
2003,HOU,0,0,0,0,81,0,1,0,0,81
2003,KCA,0,2,0,0,80,0,5,0,0,82
2003,LAN,0,1,0,0,81,0,2,0,0,81
2003,MIL,0,1,0,0,81,0,4,0,0,81
2003,MIN,0,1,0,0,81,0,6,0,0,81
2003,MON,0,8,0,0,81,0,7,0,0,81
2003,NYA,0,3,0,0,82,0,5,0,0,81
2003,NYN,0,2,0,0,80,0,1,0,0,81
2003,OAK,0,9,0,0,81,0,7,0,0,81
2003,PHI,0,4,1,0,81,0,5,0,0,81
2003,PIT,0,2,0,0,81,0,5,0,0,81
2003,SDN,0,0,0,0,81,0,2,0,0,81
2003,SEA,0,3,0,0,81,0,5,0,0,81
2003,SFN,0,4,0,0,81,0,3,0,0,80
2003,SLN,0,5,0,0,81,0,4,0,0,81
2003,TBA,0,3,0,0,81,0,4,0,0,81
2003,TEX,0,0,0,0,81,0,4,0,0,80
2003,TOR,0,6,0,0,81,0,8,0,0,81
2004,ANA,0,1,0,0,81,0,1,0,0,81
2004,ARI,0,1,0,0,81,0,4,1,1,81
2004,ATL,1,2,0,0,81,0,2,0,0,81
2004,BAL,0,4,0,0,81,0,4,0,0,81
2004,BOS,0,2,0,0,81,0,2,0,0,81
2004,CHA,1,1,0,0,81,0,7,0,0,81
2004,CHN,0,3,0,0,82,0,0,0,0,80
2004,CIN,0,4,0,0,81,0,1,0,0,81
2004,CLE,0,4,0,0,81,0,4,0,0,81
2004,COL,0,2,0,0,81,0,1,0,0,81
2004,DET,0,2,0,0,81,0,5,0,0,81
2004,FLO,0,1,0,0,80,0,5,0,0,82
2004,HOU,0,2,0,0,81,1,0,0,0,81
2004,KCA,0,3,0,0,80,0,3,0,0,82
2004,LAN,0,2,0,0,81,0,0,0,0,81
2004,MIL,0,3,0,0,81,0,3,0,0,80
2004,MIN,0,4,0,0,81,0,0,0,0,81
2004,MON,0,3,0,0,80,0,8,0,0,82
2004,NYA,0,0,0,0,81,0,1,0,0,80
2004,NYN,0,2,0,0,81,0,0,0,0,81
2004,OAK,0,5,0,0,81,0,5,0,0,81
2004,PHI,0,3,0,0,81,0,1,0,0,81
2004,PIT,0,1,0,0,80,0,2,0,0,81
2004,SDN,0,2,0,0,81,0,1,0,0,81
2004,SEA,0,3,0,0,82,0,4,0,0,80
2004,SFN,0,3,0,0,82,0,5,0,0,80
2004,SLN,0,2,0,0,81,0,2,0,0,81
2004,TBA,0,2,0,0,79,0,1,0,0,81
2004,TEX,0,3,0,0,81,0,2,0,0,81
2004,TOR,0,3,0,0,81,0,3,0,0,80
2005,ANA,0,4,0,0,81,0,3,0,0,81
2005,ARI,0,1,0,0,81,0,5,0,0,81
2005,ATL,0,6,0,0,81,0,2,0,0,81
2005,BAL,0,1,0,0,81,0,1,0,0,81
2005,BOS,0,4,0,0,81,0,2,0,0,80
2005,CHA,0,6,0,0,81,0,3,0,0,81
2005,CHN,0,7,0,0,81,0,1,0,0,81
2005,CIN,0,2,0,0,82,0,0,0,0,81
2005,CLE,0,2,0,0,81,0,4,0,0,81
2005,COL,0,3,0,0,81,0,1,0,0,81
2005,DET,0,2,0,0,81,0,5,0,0,81
2005,FLO,0,8,0,0,81,0,6,0,0,81
2005,HOU,0,5,0,0,81,0,1,0,0,82
2005,KCA,0,2,0,0,81,0,2,0,0,81
2005,LAN,0,4,0,0,81,0,2,0,0,81
2005,MIL,0,3,0,0,81,0,4,0,0,81
2005,MIN,0,5,0,0,81,0,4,0,0,81
2005,NYA,0,4,0,0,80,0,4,0,0,81
2005,NYN,0,5,0,0,81,0,3,0,0,81
2005,OAK,0,6,0,0,81,0,3,0,0,81
2005,PHI,0,1,0,0,81,0,3,0,0,81
2005,PIT,0,2,0,0,81,0,2,0,0,81
2005,SDN,0,1,0,0,81,0,3,0,0,81
2005,SEA,0,1,0,0,81,0,5,0,0,81
2005,SFN,0,3,0,0,81,0,1,0,0,81
2005,SLN,1,8,0,0,81,0,7,0,0,81
2005,TBA,0,1,0,0,81,0,0,0,0,81
2005,TEX,0,1,0,0,81,0,1,0,0,81
2005,TOR,0,4,0,0,81,0,5,0,0,81
2005,WAS,0,2,0,0,81,0,2,0,0,81
2006,ANA,0,1,0,0,81,0,4,0,0,81
2006,ARI,0,4,0,0,81,0,4,0,0,81
2006,ATL,0,4,0,0,81,0,2,0,0,81
2006,BAL,0,2,0,0,81,0,3,0,0,81
2006,BOS,0,2,1,0,81,0,1,0,0,81
2006,CHA,1,3,0,0,80,1,2,0,0,81
2006,CHN,0,1,0,0,81,0,1,0,0,81
2006,CIN,0,3,0,0,81,0,6,0,0,81
2006,CLE,0,8,0,0,81,0,5,0,0,80
2006,COL,0,3,0,0,81,0,2,0,0,81
2006,DET,0,0,0,0,81,0,3,0,0,81
2006,FLO,0,2,1,0,81,0,4,0,0,81
2006,HOU,0,4,0,0,81,0,1,0,0,81
2006,KCA,1,0,0,0,81,0,3,0,0,81
2006,LAN,0,1,0,0,81,0,0,0,0,81
2006,MIL,0,5,0,0,81,0,2,0,0,81
2006,MIN,1,0,0,0,81,0,1,0,0,81
2006,NYA,0,1,0,0,81,0,4,0,0,81
2006,NYN,0,2,0,0,81,0,3,0,0,81
2006,OAK,0,1,0,0,81,0,4,0,0,81
2006,PHI,0,3,0,0,81,0,1,0,0,81
2006,PIT,0,1,0,0,81,0,1,0,0,81
2006,SDN,0,1,0,0,81,0,3,0,0,81
2006,SEA,0,4,0,0,81,0,2,0,0,81
2006,SFN,0,4,0,0,81,0,3,0,0,80
2006,SLN,0,4,0,0,80,0,2,0,0,81
2006,TBA,1,1,0,0,81,0,2,0,0,81
2006,TEX,0,2,0,0,81,0,1,0,0,81
2006,TOR,0,4,0,0,81,0,2,0,0,81
2006,WAS,0,1,0,0,81,0,0,0,0,81
2007,ANA,0,2,0,0,81,0,3,0,0,81
2007,ARI,0,4,0,0,81,0,3,0,0,81
2007,ATL,0,0,0,0,81,0,1,0,0,81
2007,BAL,0,0,0,0,81,0,4,0,0,81
2007,BOS,0,3,1,0,81,0,2,0,0,81
2007,CHA,0,4,1,0,81,0,5,0,0,81
2007,CHN,0,2,0,0,81,0,0,0,0,81
2007,CIN,0,2,0,0,81,0,4,0,0,81
2007,CLE,1,4,0,0,80,0,5,0,0,82
2007,COL,1,1,0,0,82,0,3,0,0,81
2007,DET,0,1,1,0,81,0,0,0,0,81
2007,FLO,0,0,0,0,81,0,0,0,0,81
2007,HOU,0,2,0,0,81,0,0,0,0,81
2007,KCA,0,0,0,0,81,0,2,0,0,81
2007,LAN,0,1,0,0,81,0,3,0,0,81
2007,MIL,0,3,0,0,81,0,0,0,0,81
2007,MIN,0,2,0,0,81,0,3,0,0,81
2007,NYA,0,0,0,0,81,0,1,0,0,81
2007,NYN,0,2,0,0,81,0,0,0,0,80
2007,OAK,0,3,0,0,81,0,1,0,0,81
2007,PHI,1,2,0,0,81,1,3,0,0,81
2007,PIT,0,3,0,0,81,0,1,0,0,81
2007,SDN,0,1,0,0,81,0,0,0,0,82
2007,SEA,0,1,0,0,82,0,5,0,0,80
2007,SFN,0,2,0,0,81,0,3,0,0,81
2007,SLN,0,1,0,0,80,0,1,0,0,81
2007,TBA,0,1,0,0,81,0,1,0,0,81
2007,TEX,0,0,0,0,81,0,0,0,0,81
2007,TOR,0,7,0,0,81,0,4,0,0,81
2007,WAS,0,0,0,0,81,0,0,0,0,81
2008,ANA,0,3,0,0,81,0,4,0,0,81
2008,ARI,0,5,0,0,81,0,1,0,0,81
2008,ATL,0,1,0,0,81,0,1,0,0,81
2008,BAL,0,1,0,0,80,0,3,0,0,81
2008,BOS,0,1,1,0,81,0,4,0,0,80
2008,CHA,0,2,0,0,82,0,2,0,0,81
2008,CHN,0,1,0,0,81,0,1,1,0,80
2008,CIN,0,1,0,0,81,0,1,0,0,81
2008,CLE,1,5,0,0,81,0,5,0,0,81
2008,COL,0,3,0,0,81,0,0,0,0,81
2008,DET,0,1,0,0,81,0,0,0,0,81
2008,FLO,0,0,0,0,81,0,2,0,0,80
2008,HOU,0,1,0,0,80,0,3,0,0,81
2008,KCA,0,1,0,0,81,0,1,0,0,81
2008,LAN,0,4,0,0,81,0,1,0,0,81
2008,MIL,0,7,0,0,81,0,5,0,0,81
2008,MIN,0,2,0,0,81,0,3,0,0,82
2008,NYA,0,0,0,0,81,0,1,0,0,81
2008,NYN,0,4,0,0,81,0,1,0,0,81
2008,OAK,0,2,0,0,80,0,2,0,0,80
2008,PHI,0,4,0,0,81,0,0,0,0,81
2008,PIT,0,1,0,0,81,0,2,0,0,81
2008,SDN,0,1,0,0,81,0,2,0,0,81
2008,SEA,0,0,0,0,81,0,4,0,0,81
2008,SFN,1,1,0,0,81,0,3,0,0,81
2008,SLN,0,1,0,0,81,0,1,0,0,81
2008,TBA,0,3,0,0,81,0,4,0,0,81
2008,TEX,0,2,0,0,81,0,4,0,0,81
2008,TOR,0,7,0,0,81,0,8,0,0,81
2008,WAS,0,0,0,0,80,0,2,0,0,81
2009,ANA,0,7,0,0,81,0,2,0,0,81
2009,ARI,0,3,0,0,81,1,1,0,0,81
2009,ATL,0,0,0,0,81,0,3,0,0,80
2009,BAL,0,1,0,0,81,0,1,0,0,81
2009,BOS,0,6,0,0,81,0,2,0,0,81
2009,CHA,0,1,1,1,81,0,3,0,0,81
2009,CHN,0,2,0,0,80,0,1,0,0,81
2009,CIN,0,4,0,0,81,0,2,0,0,81
2009,CLE,0,3,0,0,81,0,2,0,0,81
2009,COL,0,1,0,0,81,0,4,0,0,81
2009,DET,0,2,0,0,81,0,2,0,0,82
2009,FLO,0,1,0,0,81,0,4,0,0,81
2009,HOU,0,1,0,0,81,0,4,0,0,81
2009,KCA,0,5,0,0,81,0,5,0,0,81
2009,LAN,0,1,0,0,81,0,0,0,0,81
2009,MIL,1,0,0,0,81,0,1,0,0,81
2009,MIN,0,3,0,0,82,0,1,0,0,81
2009,NYA,0,0,0,0,81,0,3,0,0,81
2009,NYN,0,2,0,0,81,0,1,0,0,81
2009,OAK,0,0,0,0,81,0,2,0,0,81
2009,PHI,0,4,0,0,80,1,4,0,0,81
2009,PIT,0,1,0,0,81,1,4,0,0,80
2009,SDN,0,1,0,0,81,0,1,0,0,81
2009,SEA,0,2,0,0,81,0,2,0,0,81
2009,SFN,0,5,1,1,81,0,6,0,0,81
2009,SLN,0,4,0,0,81,0,4,0,0,81
2009,TBA,0,2,0,0,81,0,1,0,0,81
2009,TEX,0,3,0,0,81,1,5,0,0,81
2009,TOR,0,8,0,0,81,0,2,0,0,81
2009,WAS,0,4,0,0,81,0,2,0,0,81
2010,ANA,0,5,0,0,81,0,5,0,0,81
2010,ARI,0,1,0,0,81,0,2,1,0,81
2010,ATL,0,0,0,0,81,0,2,0,0,81
2010,BAL,0,1,0,0,81,0,2,0,0,81
2010,BOS,0,1,0,0,80,0,2,0,0,81
2010,CHA,0,2,0,0,81,0,4,0,0,81
2010,CHN,0,0,0,0,81,0,1,0,0,81
2010,CIN,0,1,0,0,81,0,3,0,0,81
2010,CLE,0,6,0,0,81,0,4,0,0,81
2010,COL,0,2,0,0,81,0,4,1,0,81
2010,DET,0,2,0,0,81,0,4,0,0,81
2010,FLO,0,3,0,0,81,0,2,0,0,81
2010,HOU,0,3,0,0,81,0,1,0,0,81
2010,KCA,0,1,0,0,81,0,6,0,0,81
2010,LAN,0,3,0,0,81,0,1,0,0,81
2010,MIL,0,2,0,0,81,0,1,0,0,81
2010,MIN,0,3,0,0,81,0,6,0,0,81
2010,NYA,0,1,0,0,81,1,2,0,0,80
2010,NYN,0,6,0,0,81,1,3,0,0,81
2010,OAK,0,2,1,1,81,0,5,0,0,81
2010,PHI,0,6,0,0,81,0,8,1,1,81
2010,PIT,0,1,0,0,81,0,0,0,0,81
2010,SDN,0,0,0,0,81,1,2,0,0,81
2010,SEA,1,5,0,0,81,0,6,0,0,81
2010,SFN,0,2,0,0,81,0,4,0,0,81
2010,SLN,0,5,0,0,81,0,2,0,0,81
2010,TBA,0,3,1,0,81,0,3,0,0,81
2010,TEX,0,3,0,0,81,0,4,0,0,81
2010,TOR,0,3,0,0,81,0,2,0,0,81
2010,WAS,0,1,0,0,81,0,1,0,0,81
2011,ANA,0,7,0,0,81,0,5,1,0,81
2011,ARI,0,4,0,0,81,0,1,0,0,81
2011,ATL,0,2,0,0,81,0,1,0,0,81
2011,BAL,0,0,0,0,81,0,3,0,0,81
2011,BOS,1,0,0,0,81,0,2,0,0,81
2011,CHA,0,1,0,0,81,0,5,0,0,81
2011,CHN,0,2,0,0,81,0,2,0,0,81
2011,CIN,0,2,0,0,80,0,2,0,0,81
2011,CLE,1,0,0,0,81,0,2,0,0,81
2011,COL,0,1,0,0,81,0,4,0,0,81
2011,DET,0,2,0,0,81,0,2,1,0,81
2011,FLO,0,3,0,0,81,0,4,0,0,81
2011,HOU,0,0,0,0,81,0,2,0,0,81
2011,KCA,0,1,0,0,81,0,1,0,0,81
2011,LAN,0,5,0,0,81,0,2,0,0,80
2011,MIL,1,1,0,0,81,0,0,0,0,80
2011,MIN,0,5,0,0,81,0,2,1,0,81
2011,NYA,0,2,0,0,81,0,3,0,0,81
2011,NYN,0,3,0,0,81,0,3,0,0,81
2011,OAK,0,1,0,0,81,0,5,0,0,81
2011,PHI,0,8,0,0,81,0,10,0,0,81
2011,PIT,0,0,0,0,81,0,5,0,0,81
2011,SDN,0,0,0,0,81,0,0,0,0,81
2011,SEA,0,6,0,0,81,0,6,0,0,81
2011,SFN,0,2,0,0,81,0,1,0,0,81
2011,SLN,0,4,0,0,81,0,3,0,0,81
2011,TBA,1,8,0,0,81,0,7,0,0,81
2011,TEX,0,2,0,0,81,0,8,0,0,81
2011,TOR,0,1,0,0,81,0,6,0,0,81
2011,WAS,0,2,0,0,80,0,1,0,0,81
2012,ANA,0,4,1,0,81,0,2,0,0,81
2012,ARI,0,1,0,0,81,0,3,0,0,81
2012,ATL,0,3,0,0,81,0,2,0,0,81
2012,BAL,0,0,0,0,81,0,1,0,0,81
2012,BOS,0,2,0,0,81,0,4,0,0,81
2012,CHA,0,3,0,0,81,0,3,1,1,81
2012,CHN,0,0,0,0,81,0,1,0,0,81
2012,CIN,0,3,0,0,81,0,6,1,0,81
2012,CLE,0,1,0,0,81,0,1,0,0,81
2012,COL,0,0,0,0,81,0,0,0,0,81
2012,DET,0,5,0,0,81,0,4,0,0,81
2012,HOU,0,2,0,0,81,0,1,0,0,81
2012,KCA,0,1,0,0,81,0,1,0,0,81
2012,LAN,1,1,0,0,81,0,1,0,0,81
2012,MIA,0,1,0,0,81,0,4,0,0,81
2012,MIL,0,0,0,0,81,0,0,0,0,81
2012,MIN,0,2,0,0,81,0,1,0,0,81
2012,NYA,0,4,0,0,81,0,2,0,0,81
2012,NYN,0,5,1,0,81,0,2,0,0,81
2012,OAK,1,1,0,0,80,0,0,0,0,81
2012,PHI,0,1,0,0,81,0,4,0,0,81
2012,PIT,0,1,0,0,81,0,1,0,0,81
2012,SDN,0,2,0,0,81,0,2,0,0,81
2012,SEA,0,3,1,1,81,0,5,0,0,80
2012,SFN,0,4,1,1,81,0,1,0,0,81
2012,SLN,0,3,0,0,81,0,1,0,0,81
2012,TBA,0,4,0,0,81,0,3,0,0,81
2012,TEX,0,1,0,0,81,0,6,0,0,81
2012,TOR,0,1,0,0,81,1,4,0,0,81
2012,WAS,0,2,0,0,81,0,1,0,0,81
2013,ANA,0,2,0,0,81,0,2,0,0,81
2013,ARI,0,2,0,0,81,0,4,0,0,81
2013,ATL,0,0,0,0,81,0,1,0,0,81
2013,BAL,0,1,0,0,81,0,1,0,0,81
2013,BOS,0,2,0,0,81,0,3,0,0,81
2013,CHA,0,4,0,0,81,0,1,0,0,81
2013,CHN,0,2,0,0,81,0,1,0,0,81
2013,CIN,0,3,1,0,81,0,2,0,0,81
2013,CLE,0,2,0,0,81,0,1,0,0,81
2013,COL,0,0,0,0,81,0,1,0,0,81
2013,DET,0,1,0,0,81,0,2,0,0,81
2013,HOU,0,1,0,0,80,0,1,0,0,81
2013,KCA,0,3,0,0,81,0,2,0,0,81
2013,LAN,0,3,0,0,81,0,4,0,0,81
2013,MIA,0,2,1,0,81,0,0,0,0,81
2013,MIL,0,2,0,0,81,0,2,0,0,81
2013,MIN,0,1,0,0,81,0,0,0,0,81
2013,NYA,1,6,0,0,81,0,1,0,0,81
2013,NYN,0,2,0,0,81,0,2,0,0,81
2013,OAK,0,3,0,0,81,0,3,0,0,81
2013,PHI,0,2,0,0,81,0,4,0,0,81
2013,PIT,0,1,0,0,81,0,2,0,0,81
2013,SDN,0,2,0,0,81,0,1,0,0,81
2013,SEA,0,3,0,0,81,0,1,0,0,81
2013,SFN,0,1,0,0,81,0,1,1,0,81
2013,SLN,0,6,0,0,81,0,1,0,0,81
2013,TBA,0,4,0,0,81,0,5,0,0,82
2013,TEX,0,1,0,0,82,0,3,0,0,80
2013,TOR,0,1,0,0,81,0,3,0,0,81
2013,WAS,0,3,0,0,81,0,3,0,0,81
2014,ANA,0,2,0,0,81,0,1,0,0,81
2014,ARI,0,2,0,0,80,0,0,0,0,81
2014,ATL,0,1,0,0,81,0,4,0,0,81
2014,BAL,0,2,0,0,81,0,1,0,0,81
2014,BOS,0,0,0,0,81,0,3,0,0,81
2014,CHA,0,3,0,0,81,0,0,0,0,81
2014,CHN,0,1,0,0,81,0,0,0,0,81
2014,CIN,0,2,0,0,81,0,3,0,0,81
2014,CLE,0,4,0,0,81,1,2,0,0,81
2014,COL,1,1,0,0,81,0,0,0,0,81
2014,DET,0,1,0,0,81,0,4,0,0,81
2014,HOU,0,4,0,0,81,0,3,0,0,81
2014,KCA,0,2,0,0,81,0,1,0,0,81
2014,LAN,0,4,1,1,81,0,3,1,0,80
2014,MIA,0,3,0,0,81,0,0,0,0,81
2014,MIL,0,1,0,0,81,0,2,0,0,81
2014,MIN,0,1,0,0,81,0,1,0,0,81
2014,NYA,0,3,0,0,81,1,2,0,0,81
2014,NYN,0,0,0,0,81,1,1,0,0,81
2014,OAK,0,2,0,0,81,0,5,0,0,81
2014,PHI,0,1,0,0,81,0,1,0,0,81
2014,PIT,1,0,0,0,81,0,2,0,0,81
2014,SDN,0,3,0,0,81,0,1,0,0,81
2014,SEA,0,1,0,0,81,0,1,0,0,81
2014,SFN,0,3,1,0,81,0,5,0,0,81
2014,SLN,0,3,0,0,81,1,5,0,0,81
2014,TBA,0,1,0,0,81,0,2,0,0,81
2014,TEX,0,2,0,0,81,0,4,0,0,81
2014,TOR,0,1,0,0,81,0,2,0,0,81
2014,WAS,0,3,1,0,81,0,2,0,0,81
2015,ANA,0,2,0,0,81,0,0,0,0,81
2015,ARI,0,0,0,0,81,0,1,0,0,81
2015,ATL,0,1,0,0,81,0,2,0,0,81
2015,BAL,0,0,0,0,81,0,0,0,0,81
2015,BOS,0,3,0,0,81,0,0,0,0,81
2015,CHA,0,2,0,0,81,0,5,0,0,81
2015,CHN,0,2,0,0,80,0,4,1,0,81
2015,CIN,0,0,0,0,81,0,2,0,0,81
2015,CLE,0,4,0,0,80,0,7,0,0,81
2015,COL,1,3,0,0,81,0,1,0,0,81
2015,DET,0,4,0,0,81,0,3,0,0,80
2015,HOU,0,4,1,0,81,1,1,0,0,81
2015,KCA,0,2,0,0,81,0,0,0,0,81
2015,LAN,0,2,0,0,81,0,4,0,0,81
2015,MIA,0,0,0,0,81,0,0,0,0,81
2015,MIL,0,0,0,0,81,0,1,0,0,81
2015,MIN,0,0,0,0,81,0,2,0,0,81
2015,NYA,0,0,0,0,81,0,3,0,0,81
2015,NYN,0,0,0,0,81,0,1,0,0,81
2015,OAK,0,2,0,0,81,0,3,0,0,81
2015,PHI,0,0,0,0,81,0,1,1,0,81
2015,PIT,1,0,0,0,81,0,0,0,0,81
2015,SDN,0,0,0,0,81,0,1,0,0,81
2015,SEA,1,3,1,0,81,0,3,0,0,81
2015,SFN,0,4,0,0,81,0,3,1,0,81
2015,SLN,0,0,0,0,81,0,1,0,0,80
2015,TBA,0,0,0,0,81,0,1,0,0,81
2015,TEX,0,3,0,0,81,0,2,0,0,81
2015,TOR,0,3,0,0,81,0,4,0,0,81
2015,WAS,0,1,1,0,81,0,3,1,1,81
2016,ANA,0,3,0,0,81,0,1,0,0,81
2016,ARI,0,1,0,0,81,0,1,0,0,81
2016,ATL,0,0,0,0,81,0,1,0,0,80
2016,BAL,0,0,0,0,81,0,1,0,0,81
2016,BOS,0,0,0,0,81,0,9,0,0,81
2016,CHA,3,2,0,0,81,0,5,0,0,81
2016,CHN,0,4,0,0,81,0,1,1,0,81
2016,CIN,0,0,0,0,81,0,2,0,0,81
2016,CLE,0,3,0,0,81,0,2,0,0,80
2016,COL,0,2,0,0,81,0,0,0,0,81
2016,DET,0,1,0,0,80,0,2,0,0,81
2016,HOU,0,1,0,0,81,0,1,0,0,81
2016,KCA,0,2,0,0,80,0,1,0,0,81
2016,LAN,0,3,0,0,81,0,0,0,0,81
2016,MIA,0,0,0,0,80,0,0,0,0,81
2016,MIL,2,0,0,0,81,0,0,0,0,81
2016,MIN,0,3,0,0,81,0,1,0,0,81
2016,NYA,0,0,0,0,81,0,0,0,0,81
2016,NYN,0,0,0,0,81,0,1,0,0,80
2016,OAK,0,1,0,0,81,0,1,0,0,81
2016,PHI,0,3,0,0,81,1,1,0,0,81
2016,PIT,0,4,0,0,81,0,1,0,0,81
2016,SDN,0,0,0,0,81,0,1,0,0,81
2016,SEA,0,1,0,0,81,0,1,0,0,81
2016,SFN,0,5,0,0,81,0,5,0,0,81
2016,SLN,0,2,0,0,81,0,0,0,0,81
2016,TBA,0,1,0,0,81,0,0,0,0,81
2016,TEX,0,0,0,0,81,0,1,0,0,81
2016,TOR,0,0,0,0,81,0,0,0,0,81
2016,WAS,0,1,0,0,81,1,0,0,0,81
2017,ANA,0,1,0,0,81,0,0,0,0,81
2017,ARI,0,0,0,0,80,0,2,0,0,81
2017,ATL,0,0,0,0,81,0,0,0,0,81
2017,BAL,1,1,0,0,81,1,0,0,0,81
2017,BOS,1,1,0,0,81,0,4,0,0,81
2017,CHA,0,0,0,0,81,0,0,0,0,81
2017,CHN,0,1,0,0,81,0,1,0,0,81
2017,CIN,0,1,0,0,81,1,1,0,0,81
2017,CLE,0,4,0,0,81,0,3,0,0,81
2017,COL,0,0,0,0,81,0,1,0,0,81
2017,DET,0,1,0,0,81,1,1,0,0,81
2017,HOU,0,0,0,0,81,0,1,0,0,81
2017,KCA,0,1,0,0,81,0,0,0,0,81
2017,LAN,0,1,0,0,81,0,1,0,0,81
2017,MIA,0,1,1,0,81,0,0,0,0,81
2017,MIL,0,1,0,0,81,0,0,0,0,81
2017,MIN,0,3,0,0,81,1,3,0,0,81
2017,NYA,0,0,0,0,81,0,2,0,0,81
2017,NYN,0,2,0,0,81,0,0,0,0,81
2017,OAK,0,0,0,0,81,0,1,0,0,81
2017,PHI,1,0,0,0,81,0,1,0,0,81
2017,PIT,0,0,0,0,81,0,2,0,0,81
2017,SDN,0,2,0,0,81,0,0,0,0,81
2017,SEA,0,1,0,0,81,0,0,0,0,81
2017,SFN,0,0,0,0,81,0,3,0,0,80
2017,SLN,0,1,0,0,81,0,2,0,0,81
2017,TBA,0,0,0,0,81,0,0,0,0,81
2017,TEX,0,0,0,0,81,0,2,0,0,81
2017,TOR,0,1,0,0,81,0,1,0,0,81
2017,WAS,0,1,0,0,81,0,2,0,0,81